,document,subject,relation,object
1166,"""Vaisampayana continued, 'Thus addressed by his mother that hero among
men, that foremost scion of the Kuru race, the intelligent king
(Yudhishthira), reflecting for a moment, consoled Kunti, and addressing
Dhananjaya, said, 'By thee, O Phalguna, hath Yajnaseni been won.",Vaisampayana,addressed by,his mother
1167,"It is
proper, therefore, that thou shouldst wed her.",It,is,proper
1168,"It is
proper, therefore, that thou shouldst wed her.",It,is,proper therefore
1169,"It is
proper, therefore, that thou shouldst wed her.",thou,wed,her
1170,"It is
proper, therefore, that thou shouldst wed her.",thou,shouldst,wed
1171,"Thou shouldst wed first, then the strong-armed Bhima of
inconceivable feats, then myself, then Nakula, and last of all, Sahadeva
endued with great activity.",Thou,shouldst,wed then
1172,"Thou shouldst wed first, then the strong-armed Bhima of
inconceivable feats, then myself, then Nakula, and last of all, Sahadeva
endued with great activity.",Thou,shouldst,wed first
1173,"Thou shouldst wed first, then the strong-armed Bhima of
inconceivable feats, then myself, then Nakula, and last of all, Sahadeva
endued with great activity.",inconceivable feats,of Bhima is,then Nakula
1174,"Thou shouldst wed first, then the strong-armed Bhima of
inconceivable feats, then myself, then Nakula, and last of all, Sahadeva
endued with great activity.",Thou,shouldst,wed first then
1175,"Thou shouldst wed first, then the strong-armed Bhima of
inconceivable feats, then myself, then Nakula, and last of all, Sahadeva
endued with great activity.",Thou,shouldst,wed
1176,"Both Vrikodara and myself, and the twins and
this maiden also, all await, O monarch, thy commands.",twins,await,maiden
1177,"When such is the
state of things, do that, after reflection, which would be proper, and
conformable virtue, and productive of fame, and beneficial unto the king
of Panchala.",such,is,When state
1178,"When such is the
state of things, do that, after reflection, which would be proper, and
conformable virtue, and productive of fame, and beneficial unto the king
of Panchala.",such,is state of,things
1179,"When such is the
state of things, do that, after reflection, which would be proper, and
conformable virtue, and productive of fame, and beneficial unto the king
of Panchala.",such,is,When state of things
1180,"When such is the
state of things, do that, after reflection, which would be proper, and
conformable virtue, and productive of fame, and beneficial unto the king
of Panchala.",such,is,state
1181,"""Vaisampayana continued, 'Hearing these words of Jishnu, so full of
respect and affection, the Pandavas all cast their eyes upon the princess
of Panchala.",Pandavas,cast upon,princess of Panchala
1182,"""Vaisampayana continued, 'Hearing these words of Jishnu, so full of
respect and affection, the Pandavas all cast their eyes upon the princess
of Panchala.",Pandavas,full cast upon,princess of Panchala
1183,"""Vaisampayana continued, 'Hearing these words of Jishnu, so full of
respect and affection, the Pandavas all cast their eyes upon the princess
of Panchala.",Pandavas,cast upon,princess
1184,"""Vaisampayana continued, 'Hearing these words of Jishnu, so full of
respect and affection, the Pandavas all cast their eyes upon the princess
of Panchala.",Pandavas,full cast,their eyes
1185,"""Vaisampayana continued, 'Hearing these words of Jishnu, so full of
respect and affection, the Pandavas all cast their eyes upon the princess
of Panchala.",Vaisampayana,Hearing,words
1186,"""Vaisampayana continued, 'Hearing these words of Jishnu, so full of
respect and affection, the Pandavas all cast their eyes upon the princess
of Panchala.",Pandavas,full cast upon,princess
1187,"""Vaisampayana continued, 'Hearing these words of Jishnu, so full of
respect and affection, the Pandavas all cast their eyes upon the princess
of Panchala.",Vaisampayana,Hearing,words of Jishnu
1188,"""Vaisampayana continued, 'Hearing these words of Jishnu, so full of
respect and affection, the Pandavas all cast their eyes upon the princess
of Panchala.",Pandavas,cast,their eyes
1189,"And taking their seats, they began to think of Draupadi
alone.",they,began,to think of Draupadi
1190,"And taking their seats, they began to think of Draupadi
alone.",they,think of,Draupadi
1191,"And taking their seats, they began to think of Draupadi
alone.",they,began,think of Draupadi alone
1192,"And taking their seats, they began to think of Draupadi
alone.",they,began,think of Draupadi
1193,"And taking their seats, they began to think of Draupadi
alone.",they,began,to think
1194,"And taking their seats, they began to think of Draupadi
alone.",they,think of,Draupadi alone
1195,"And taking their seats, they began to think of Draupadi
alone.",they,began,to think of Draupadi alone
1196,"And taking their seats, they began to think of Draupadi
alone.",they,began,think
1197,"As the lavishing beauty of Panchali who had been
modelled by the Creator himself, was superior to that of all other women
on earth, it could captivate the heart of every creature.",it,could captivate,heart of creature
1198,"As the lavishing beauty of Panchali who had been
modelled by the Creator himself, was superior to that of all other women
on earth, it could captivate the heart of every creature.",it,heart of,creature
1199,"And
Yudhishthira, the son of Kunti, beholding his younger brothers,
understood what was passing in their minds.",Yudhishthira,beholding,his brothers
1200,"And
Yudhishthira, the son of Kunti, beholding his younger brothers,
understood what was passing in their minds.",Yudhishthira,beholding,his younger brothers
1201,"And
Yudhishthira, the son of Kunti, beholding his younger brothers,
understood what was passing in their minds.",Yudhishthira,son of,Kunti
1202,"And that bull among men
immediately recollected the words of Krishna-Dwaipayana.",bull,recollected,words
1203,"And that bull among men
immediately recollected the words of Krishna-Dwaipayana.",bull,recollected,words of Krishna Dwaipayana
1204,"And that bull among men
immediately recollected the words of Krishna-Dwaipayana.",bull,immediately recollected,words of Krishna Dwaipayana
1205,"And that bull among men
immediately recollected the words of Krishna-Dwaipayana.",bull,immediately recollected,words
1206,"""Vaisampayana continued, 'The sons of Pandu, then, hearing those words of
their eldest brother, began to revolve them in their minds in great
cheerfulness.",sons,revolve in,cheerfulness
1207,"""Vaisampayana continued, 'The sons of Pandu, then, hearing those words of
their eldest brother, began to revolve them in their minds in great
cheerfulness.",sons,revolve,them
1208,"""Vaisampayana continued, 'The sons of Pandu, then, hearing those words of
their eldest brother, began to revolve them in their minds in great
cheerfulness.",sons,revolve in,great cheerfulness
1209,"""Vaisampayana continued, 'The sons of Pandu, then, hearing those words of
their eldest brother, began to revolve them in their minds in great
cheerfulness.",sons,revolve in,their minds
1210,"""Vaisampayana continued, 'The sons of Pandu, then, hearing those words of
their eldest brother, began to revolve them in their minds in great
cheerfulness.",sons,began,revolve in their minds
1211,"""Vaisampayana continued, 'The sons of Pandu, then, hearing those words of
their eldest brother, began to revolve them in their minds in great
cheerfulness.",sons,began,revolve in their minds in cheerfulness
1212,"""Vaisampayana continued, 'The sons of Pandu, then, hearing those words of
their eldest brother, began to revolve them in their minds in great
cheerfulness.",sons,began,revolve
1213,"""Vaisampayana continued, 'The sons of Pandu, then, hearing those words of
their eldest brother, began to revolve them in their minds in great
cheerfulness.",sons,began,revolve in cheerfulness
1214,"""Vaisampayana continued, 'The sons of Pandu, then, hearing those words of
their eldest brother, began to revolve them in their minds in great
cheerfulness.",sons,began,to revolve in their minds in cheerfulness
1215,"""Vaisampayana continued, 'The sons of Pandu, then, hearing those words of
their eldest brother, began to revolve them in their minds in great
cheerfulness.",sons,began,to revolve
1216,"""Vaisampayana continued, 'The sons of Pandu, then, hearing those words of
their eldest brother, began to revolve them in their minds in great
cheerfulness.",sons,began,revolve in great cheerfulness
1217,"""Vaisampayana continued, 'The sons of Pandu, then, hearing those words of
their eldest brother, began to revolve them in their minds in great
cheerfulness.",sons,began,to revolve in cheerfulness
1218,"""Vaisampayana continued, 'The sons of Pandu, then, hearing those words of
their eldest brother, began to revolve them in their minds in great
cheerfulness.",sons,began,to revolve in great cheerfulness
1219,"""Vaisampayana continued, 'The sons of Pandu, then, hearing those words of
their eldest brother, began to revolve them in their minds in great
cheerfulness.",sons,began,to revolve in their minds in great cheerfulness
1220,"""Vaisampayana continued, 'The sons of Pandu, then, hearing those words of
their eldest brother, began to revolve them in their minds in great
cheerfulness.",sons,began,to revolve in their minds
1221,"""Vaisampayana continued, 'The sons of Pandu, then, hearing those words of
their eldest brother, began to revolve them in their minds in great
cheerfulness.",sons,began,revolve in their minds in great cheerfulness
1222,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,had seen,to none than heroes of Kuru race to house of potter
1223,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,be,none than heroes accompanied by son to house of potter
1224,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,had seen,none else accompanied by son to house of potter
1225,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,had seen,none than heroes of Kuru race accompanied by son of Rohini
1226,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,had seen,none else than heroes of Kuru race accompanied by son
1227,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,had seen,none than heroes of Kuru race accompanied by son to house
1228,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,be,none than heroes of Kuru race accompanied by son to house of potter
1229,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,had seen,to none else accompanied by son to house
1230,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,had seen,none else than heroes to house
1231,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,had seen,to none else than heroes accompanied by son
1232,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,had seen,none else accompanied by son to house
1233,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,be,none else than heroes of Kuru race to house of potter
1234,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,had seen,none than heroes of Kuru race to house
1235,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,had seen,none than heroes to house
1236,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,had seen,to none accompanied by son of Rohini to house of potter
1237,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,be,none accompanied by son to house
1238,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,be,none accompanied by son to house of potter
1239,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,had seen,to none else than heroes accompanied by son to house
1240,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,had seen,none else than heroes
1241,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,had seen,to none than heroes of Kuru race accompanied by son to house
1242,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,had seen,to none than heroes of Kuru race accompanied by son of Rohini to house of potter
1243,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,be none than,heroes
1244,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,had seen,to none than heroes accompanied by son of Rohini to house of potter
1245,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,be,none than heroes accompanied by son of Rohini
1246,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,be,none else than heroes of Kuru race accompanied by son of Rohini
1247,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,had seen,to none accompanied by son of Rohini
1248,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,had seen,to none else accompanied by son of Rohini to house
1249,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,be,none else than heroes of Kuru race accompanied by son
1250,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,had seen,to none else than heroes to house of potter
1251,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,be,none
1252,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,had seen,none else than heroes of Kuru race accompanied by son to house of potter
1253,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,had seen,none
1254,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,be,none than heroes accompanied by son
1255,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,had seen,none else than heroes of Kuru race accompanied by son of Rohini to house
1256,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,had seen,to none else than heroes of Kuru race accompanied by son to house of potter
1257,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,be,none than heroes to house of potter
1258,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,be,none than heroes to house
1259,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,be none else to,house of potter
1260,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,be,none than heroes of Kuru race accompanied by son to house
1261,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,had seen,none accompanied by son
1262,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,be,none than heroes of Kuru race accompanied by son of Rohini
1263,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,be,none than heroes accompanied by son of Rohini to house of potter
1264,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,had seen,none than heroes of Kuru race accompanied by son to house of potter
1265,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,had seen,to none else
1266,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,had seen,to none else than heroes accompanied by son of Rohini to house
1267,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,had seen,none than heroes accompanied by son
1268,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,had seen,none to house
1269,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,had seen,none accompanied by son of Rohini to house of potter
1270,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,had seen,to none to house of potter
1271,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,had seen,none else than heroes of Kuru race to house of potter
1272,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,had seen,to none else than heroes of Kuru race accompanied by son to house
1273,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,had seen,to none else than heroes of Kuru race to house
1274,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,be,none else than heroes of Kuru race accompanied by son to house
1275,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,be,none accompanied by son
1276,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,be,none else accompanied by son of Rohini to house of potter
1277,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,be,none than heroes of Kuru race accompanied by son
1278,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,be none else to,house
1279,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,had seen,to none than heroes of Kuru race accompanied by son
1280,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,be none else than,heroes
1281,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,had seen,to none than heroes of Kuru race accompanied by son to house of potter
1282,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,had seen,to none than heroes accompanied by son of Rohini to house
1283,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,had seen,none accompanied by son to house of potter
1284,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,had seen,none else than heroes of Kuru race accompanied by son to house
1285,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,had seen,none else than heroes accompanied by son to house of potter
1286,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,had seen,none accompanied by son to house
1287,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,had seen,none else than heroes of Kuru race accompanied by son of Rohini
1288,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,had seen,none else than heroes accompanied by son of Rohini
1289,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,be,none else than heroes accompanied by son of Rohini to house of potter
1290,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,had seen,none than heroes accompanied by son of Rohini to house of potter
1291,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,be,none else than heroes to house of potter
1292,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,had seen,to none than heroes to house of potter
1293,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,had seen,none accompanied by son of Rohini
1294,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,had seen,to none else than heroes of Kuru race accompanied by son of Rohini to house of potter
1295,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",Krishna,suspecting,five persons
1296,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,had seen,to none else than heroes accompanied by son of Rohini to house of potter
1297,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,had seen at,Swayamvara
1298,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,had seen,none else accompanied by son
1299,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,be,none else accompanied by son of Rohini
1300,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,had seen,to none accompanied by son to house of potter
1301,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,be,none else accompanied by son
1302,"The hero of the Vrishni race (Krishna suspecting the five
persons he had seen at the Swayamvara to be none else than the heroes of
the Kuru race), came accompanied by the son of Rohini (Valadeva), to the
house of the potter where those foremost of men had taken up their
quarters.",he,had seen,none else than heroes accompanied by son
