,document,subject,relation,object
608,"The virtuous Bhishma then became plunged into anxiety and
grief, and in consultation with Satyavati caused the obsequial rites of
the deceased to be performed by learned priests and the several of the
Kuru race.'""",virtuous Bhishma,became,plunged into anxiety
609,"The virtuous Bhishma then became plunged into anxiety and
grief, and in consultation with Satyavati caused the obsequial rites of
the deceased to be performed by learned priests and the several of the
Kuru race.'""",Bhishma,caused,rites
610,"The virtuous Bhishma then became plunged into anxiety and
grief, and in consultation with Satyavati caused the obsequial rites of
the deceased to be performed by learned priests and the several of the
Kuru race.'""",virtuous Bhishma,caused,to performed by priests
611,"The virtuous Bhishma then became plunged into anxiety and
grief, and in consultation with Satyavati caused the obsequial rites of
the deceased to be performed by learned priests and the several of the
Kuru race.'""",Bhishma,plunged into,anxiety
612,"The virtuous Bhishma then became plunged into anxiety and
grief, and in consultation with Satyavati caused the obsequial rites of
the deceased to be performed by learned priests and the several of the
Kuru race.'""",Bhishma,caused,performed by priests
613,"The virtuous Bhishma then became plunged into anxiety and
grief, and in consultation with Satyavati caused the obsequial rites of
the deceased to be performed by learned priests and the several of the
Kuru race.'""",Bhishma,became,plunged
614,"The virtuous Bhishma then became plunged into anxiety and
grief, and in consultation with Satyavati caused the obsequial rites of
the deceased to be performed by learned priests and the several of the
Kuru race.'""",Bhishma,caused,performed by learned priests
615,"The virtuous Bhishma then became plunged into anxiety and
grief, and in consultation with Satyavati caused the obsequial rites of
the deceased to be performed by learned priests and the several of the
Kuru race.'""",Bhishma,became,caused
616,"The virtuous Bhishma then became plunged into anxiety and
grief, and in consultation with Satyavati caused the obsequial rites of
the deceased to be performed by learned priests and the several of the
Kuru race.'""",virtuous Bhishma,became,caused
617,"The virtuous Bhishma then became plunged into anxiety and
grief, and in consultation with Satyavati caused the obsequial rites of
the deceased to be performed by learned priests and the several of the
Kuru race.'""",virtuous Bhishma,caused,obsequial rites
618,"The virtuous Bhishma then became plunged into anxiety and
grief, and in consultation with Satyavati caused the obsequial rites of
the deceased to be performed by learned priests and the several of the
Kuru race.'""",Bhishma,caused,to performed by priests
619,"The virtuous Bhishma then became plunged into anxiety and
grief, and in consultation with Satyavati caused the obsequial rites of
the deceased to be performed by learned priests and the several of the
Kuru race.'""",rites,be performed by,learned priests
620,"The virtuous Bhishma then became plunged into anxiety and
grief, and in consultation with Satyavati caused the obsequial rites of
the deceased to be performed by learned priests and the several of the
Kuru race.'""",rites,be performed by,priests
621,"The virtuous Bhishma then became plunged into anxiety and
grief, and in consultation with Satyavati caused the obsequial rites of
the deceased to be performed by learned priests and the several of the
Kuru race.'""",Bhishma,caused,to performed by learned priests
622,"The virtuous Bhishma then became plunged into anxiety and
grief, and in consultation with Satyavati caused the obsequial rites of
the deceased to be performed by learned priests and the several of the
Kuru race.'""",virtuous Bhishma,caused,performed by learned priests
623,"The virtuous Bhishma then became plunged into anxiety and
grief, and in consultation with Satyavati caused the obsequial rites of
the deceased to be performed by learned priests and the several of the
Kuru race.'""",virtuous Bhishma,caused,rites of deceased
624,"The virtuous Bhishma then became plunged into anxiety and
grief, and in consultation with Satyavati caused the obsequial rites of
the deceased to be performed by learned priests and the several of the
Kuru race.'""",Bhishma,caused,obsequial rites of deceased
625,"The virtuous Bhishma then became plunged into anxiety and
grief, and in consultation with Satyavati caused the obsequial rites of
the deceased to be performed by learned priests and the several of the
Kuru race.'""",virtuous Bhishma,caused,performed by priests
626,"The virtuous Bhishma then became plunged into anxiety and
grief, and in consultation with Satyavati caused the obsequial rites of
the deceased to be performed by learned priests and the several of the
Kuru race.'""",Bhishma,caused,obsequial rites
627,"The virtuous Bhishma then became plunged into anxiety and
grief, and in consultation with Satyavati caused the obsequial rites of
the deceased to be performed by learned priests and the several of the
Kuru race.'""",virtuous Bhishma,caused,rites
628,"The virtuous Bhishma then became plunged into anxiety and
grief, and in consultation with Satyavati caused the obsequial rites of
the deceased to be performed by learned priests and the several of the
Kuru race.'""",virtuous Bhishma,caused,obsequial rites of deceased
629,"The virtuous Bhishma then became plunged into anxiety and
grief, and in consultation with Satyavati caused the obsequial rites of
the deceased to be performed by learned priests and the several of the
Kuru race.'""",virtuous Bhishma,became,plunged
630,"The virtuous Bhishma then became plunged into anxiety and
grief, and in consultation with Satyavati caused the obsequial rites of
the deceased to be performed by learned priests and the several of the
Kuru race.'""",virtuous Bhishma,caused,to performed by learned priests
631,"The virtuous Bhishma then became plunged into anxiety and
grief, and in consultation with Satyavati caused the obsequial rites of
the deceased to be performed by learned priests and the several of the
Kuru race.'""",virtuous Bhishma,plunged into,anxiety
632,"The virtuous Bhishma then became plunged into anxiety and
grief, and in consultation with Satyavati caused the obsequial rites of
the deceased to be performed by learned priests and the several of the
Kuru race.'""",Bhishma,became,plunged into anxiety
633,"The virtuous Bhishma then became plunged into anxiety and
grief, and in consultation with Satyavati caused the obsequial rites of
the deceased to be performed by learned priests and the several of the
Kuru race.'""",Bhishma,caused,rites of deceased
634,"The virtuous Bhishma then became plunged into anxiety and
grief, and in consultation with Satyavati caused the obsequial rites of
the deceased to be performed by learned priests and the several of the
Kuru race.'""",obsequial rites,be performed by,priests
