,document,subject,relation,object
1569,"And the peacocks on the terraces, and
the elephants in the stables, and the horses also, all heard the rattle
of Rituparna's car.",horses,heard,rattle of Rituparna 's car
1570,"And the peacocks on the terraces, and
the elephants in the stables, and the horses also, all heard the rattle
of Rituparna's car.",horses,also heard,rattle of Rituparna 's car
1571,"And the peacocks on the terraces, and
the elephants in the stables, and the horses also, all heard the rattle
of Rituparna's car.",elephants,is in,stables
1572,"And the peacocks on the terraces, and
the elephants in the stables, and the horses also, all heard the rattle
of Rituparna's car.",elephants,heard,rattle of Rituparna 's car
1573,"And the peacocks on the terraces, and
the elephants in the stables, and the horses also, all heard the rattle
of Rituparna's car.",all,heard,rattle
1574,"And the peacocks on the terraces, and
the elephants in the stables, and the horses also, all heard the rattle
of Rituparna's car.",all,heard,rattle of Rituparna 's car
1575,"And the peacocks on the terraces, and
the elephants in the stables, and the horses also, all heard the rattle
of Rituparna's car.",horses,also heard,rattle
1576,"And the peacocks on the terraces, and
the elephants in the stables, and the horses also, all heard the rattle
of Rituparna's car.",elephants,also heard,rattle of Rituparna 's car
1577,"And hearing the sound, so like the roar of the
clouds, the elephants and the peacocks, O king, began to utter their
cries, facing that direction, and filled with delight such as they
experience when they hear the actual roar of the clouds.",their cries,filled with,delight they experience
1578,"And hearing the sound, so like the roar of the
clouds, the elephants and the peacocks, O king, began to utter their
cries, facing that direction, and filled with delight such as they
experience when they hear the actual roar of the clouds.",they,hear,roar
1579,"And hearing the sound, so like the roar of the
clouds, the elephants and the peacocks, O king, began to utter their
cries, facing that direction, and filled with delight such as they
experience when they hear the actual roar of the clouds.",elephants,utter,their cries
1580,"And hearing the sound, so like the roar of the
clouds, the elephants and the peacocks, O king, began to utter their
cries, facing that direction, and filled with delight such as they
experience when they hear the actual roar of the clouds.",peacocks,began,utter
1581,"And hearing the sound, so like the roar of the
clouds, the elephants and the peacocks, O king, began to utter their
cries, facing that direction, and filled with delight such as they
experience when they hear the actual roar of the clouds.",peacocks,began,to utter
1582,"And hearing the sound, so like the roar of the
clouds, the elephants and the peacocks, O king, began to utter their
cries, facing that direction, and filled with delight such as they
experience when they hear the actual roar of the clouds.",they,hear,actual roar of clouds
1583,"And hearing the sound, so like the roar of the
clouds, the elephants and the peacocks, O king, began to utter their
cries, facing that direction, and filled with delight such as they
experience when they hear the actual roar of the clouds.",their cries,facing,direction
1584,"And hearing the sound, so like the roar of the
clouds, the elephants and the peacocks, O king, began to utter their
cries, facing that direction, and filled with delight such as they
experience when they hear the actual roar of the clouds.",elephants,began,utter
1585,"And hearing the sound, so like the roar of the
clouds, the elephants and the peacocks, O king, began to utter their
cries, facing that direction, and filled with delight such as they
experience when they hear the actual roar of the clouds.",they,actual roar of,clouds
1586,"And hearing the sound, so like the roar of the
clouds, the elephants and the peacocks, O king, began to utter their
cries, facing that direction, and filled with delight such as they
experience when they hear the actual roar of the clouds.",they,roar of,clouds
1587,"And hearing the sound, so like the roar of the
clouds, the elephants and the peacocks, O king, began to utter their
cries, facing that direction, and filled with delight such as they
experience when they hear the actual roar of the clouds.",elephants,began,to utter
1588,"And hearing the sound, so like the roar of the
clouds, the elephants and the peacocks, O king, began to utter their
cries, facing that direction, and filled with delight such as they
experience when they hear the actual roar of the clouds.",they,hear,actual roar
1589,"And hearing the sound, so like the roar of the
clouds, the elephants and the peacocks, O king, began to utter their
cries, facing that direction, and filled with delight such as they
experience when they hear the actual roar of the clouds.",they,hear,roar of clouds
1590,"If I am not clasped today in that hero's thrilling
embrace, I shall certainly cease to be.",I,shall certainly cease,not clasped today in hero 's thrilling embrace
1591,"If I am not clasped today in that hero's thrilling
embrace, I shall certainly cease to be.",I,shall cease,not clasped today in hero 's thrilling embrace
1592,"If I am not clasped today in that hero's thrilling
embrace, I shall certainly cease to be.",I,shall certainly cease,not clasped today in thrilling embrace
1593,"If I am not clasped today in that hero's thrilling
embrace, I shall certainly cease to be.",I,shall certainly cease,If not clasped today in thrilling embrace
1594,"If I am not clasped today in that hero's thrilling
embrace, I shall certainly cease to be.",I,shall cease,not clasped today in thrilling embrace
1595,"If I am not clasped today in that hero's thrilling
embrace, I shall certainly cease to be.",I,shall cease,If not clasped today in hero 's thrilling embrace
1596,"If I am not clasped today in that hero's thrilling
embrace, I shall certainly cease to be.",I,shall cease,If not clasped today in thrilling embrace
1597,"If I am not clasped today in that hero's thrilling
embrace, I shall certainly cease to be.",I,shall certainly cease,If not clasped today in hero 's thrilling embrace
1598,"If Naishadha with voice deep as
that of the clouds doth not come to me today, I shall enter into a pyre
of golden brilliance.",I,shall enter,If Naishadha with voice deep as that of clouds doth not come to me today
1599,"If Naishadha with voice deep as
that of the clouds doth not come to me today, I shall enter into a pyre
of golden brilliance.",I,shall enter,Naishadha with voice deep as that of clouds doth not come to me today
1600,"If that foremost of kings, powerful as a lion and
gifted with the strength of an infuriated elephant, doth not present
himself before me, I shall certainly cease to live.",I,shall cease,live
1601,"If that foremost of kings, powerful as a lion and
gifted with the strength of an infuriated elephant, doth not present
himself before me, I shall certainly cease to live.",I,shall cease,to live
1602,"If that foremost of kings, powerful as a lion and
gifted with the strength of an infuriated elephant, doth not present
himself before me, I shall certainly cease to live.",I,shall certainly cease,live
1603,"If that foremost of kings, powerful as a lion and
gifted with the strength of an infuriated elephant, doth not present
himself before me, I shall certainly cease to live.",I,shall certainly cease,to live
1604,"Never
hath he spoken an untruth even in jest.",he,spoken in,jest
1605,"Never
hath he spoken an untruth even in jest.",he,spoken in,even jest
1606,"Never
hath he spoken an untruth even in jest.",he,spoken,untruth
1607,"Never
hath he spoken an untruth even in jest.",he,spoken untruth in,jest
1608,"Never
hath he spoken an untruth even in jest.",he,spoken untruth in,even jest
1609,"Oh, my Nala is exalted and
forgiving and heroic and magnificent and superior to all other kings, and
faithful to his marriage vow and like unto a eunuch in respect of other
females.",my Nala,is exalted to,other kings
1610,"Oh, my Nala is exalted and
forgiving and heroic and magnificent and superior to all other kings, and
faithful to his marriage vow and like unto a eunuch in respect of other
females.",eunuch,is in,respect of other females
1611,"Night and day dwelling upon his perceptions, my heart, in
absence of that dear one, is about to burst in grief.'",Night,is,about burst
1612,"Night and day dwelling upon his perceptions, my heart, in
absence of that dear one, is about to burst in grief.'",day,is,to burst in grief
1613,"Night and day dwelling upon his perceptions, my heart, in
absence of that dear one, is about to burst in grief.'",Night,is,about to burst in grief
1614,"Night and day dwelling upon his perceptions, my heart, in
absence of that dear one, is about to burst in grief.'",his perceptions,is in,absence of dear one
1615,"Night and day dwelling upon his perceptions, my heart, in
absence of that dear one, is about to burst in grief.'",Night,is,burst
1616,"Night and day dwelling upon his perceptions, my heart, in
absence of that dear one, is about to burst in grief.'",day,is,about burst
1617,"Night and day dwelling upon his perceptions, my heart, in
absence of that dear one, is about to burst in grief.'",Night,is burst in,grief
1618,"Night and day dwelling upon his perceptions, my heart, in
absence of that dear one, is about to burst in grief.'",absence,in perceptions is,my heart
1619,"Night and day dwelling upon his perceptions, my heart, in
absence of that dear one, is about to burst in grief.'",day,is,about to burst
1620,"Night and day dwelling upon his perceptions, my heart, in
absence of that dear one, is about to burst in grief.'",Night,is,burst in grief
1621,"Night and day dwelling upon his perceptions, my heart, in
absence of that dear one, is about to burst in grief.'",day,is,to burst
1622,"Night and day dwelling upon his perceptions, my heart, in
absence of that dear one, is about to burst in grief.'",his,perceptions,heart
1623,"Night and day dwelling upon his perceptions, my heart, in
absence of that dear one, is about to burst in grief.'",Night,is about burst in,grief
1624,"Night and day dwelling upon his perceptions, my heart, in
absence of that dear one, is about to burst in grief.'",day,is about burst in,grief
1625,"Night and day dwelling upon his perceptions, my heart, in
absence of that dear one, is about to burst in grief.'",day,is burst in,grief
1626,"Night and day dwelling upon his perceptions, my heart, in
absence of that dear one, is about to burst in grief.'",Night,is,about to burst
1627,"Night and day dwelling upon his perceptions, my heart, in
absence of that dear one, is about to burst in grief.'",Night,is,to burst in grief
1628,"Night and day dwelling upon his perceptions, my heart, in
absence of that dear one, is about to burst in grief.'",day,is,about to burst in grief
1629,"Night and day dwelling upon his perceptions, my heart, in
absence of that dear one, is about to burst in grief.'",day,is,burst
1630,"Night and day dwelling upon his perceptions, my heart, in
absence of that dear one, is about to burst in grief.'",Night,is,to burst
1631,"Night and day dwelling upon his perceptions, my heart, in
absence of that dear one, is about to burst in grief.'",Night,is,about burst in grief
1632,"""Thus bewailing as if devoid of sense, Damayanti, O Bharata, ascended the
terrace (of her mansion) with the desire of seeing the righteous Nala.",Damayanti,ascended,terrace with desire of seeing
1633,"""Thus bewailing as if devoid of sense, Damayanti, O Bharata, ascended the
terrace (of her mansion) with the desire of seeing the righteous Nala.",Damayanti,devoid ascended,terrace
1634,"""Thus bewailing as if devoid of sense, Damayanti, O Bharata, ascended the
terrace (of her mansion) with the desire of seeing the righteous Nala.",Damayanti,ascended,terrace of her mansion with desire of seeing
1635,"""Thus bewailing as if devoid of sense, Damayanti, O Bharata, ascended the
terrace (of her mansion) with the desire of seeing the righteous Nala.",Damayanti,ascended,terrace
1636,"""Thus bewailing as if devoid of sense, Damayanti, O Bharata, ascended the
terrace (of her mansion) with the desire of seeing the righteous Nala.",Damayanti,ascended,terrace of her mansion with desire
1637,"""Thus bewailing as if devoid of sense, Damayanti, O Bharata, ascended the
terrace (of her mansion) with the desire of seeing the righteous Nala.",Damayanti,devoid ascended,terrace of her mansion
1638,"""Thus bewailing as if devoid of sense, Damayanti, O Bharata, ascended the
terrace (of her mansion) with the desire of seeing the righteous Nala.",Damayanti,devoid ascended,terrace with desire
1639,"""Thus bewailing as if devoid of sense, Damayanti, O Bharata, ascended the
terrace (of her mansion) with the desire of seeing the righteous Nala.",Damayanti,devoid ascended,terrace with desire of seeing
1640,"""Thus bewailing as if devoid of sense, Damayanti, O Bharata, ascended the
terrace (of her mansion) with the desire of seeing the righteous Nala.",Damayanti,terrace with,desire of seeing
1641,"""Thus bewailing as if devoid of sense, Damayanti, O Bharata, ascended the
terrace (of her mansion) with the desire of seeing the righteous Nala.",Damayanti,devoid ascended,terrace of her mansion with desire of seeing
1642,"""Thus bewailing as if devoid of sense, Damayanti, O Bharata, ascended the
terrace (of her mansion) with the desire of seeing the righteous Nala.",terrace,is with,desire of seeing
1643,"""Thus bewailing as if devoid of sense, Damayanti, O Bharata, ascended the
terrace (of her mansion) with the desire of seeing the righteous Nala.",Damayanti,devoid ascended,terrace of her mansion with desire
1644,"""Thus bewailing as if devoid of sense, Damayanti, O Bharata, ascended the
terrace (of her mansion) with the desire of seeing the righteous Nala.",Damayanti,ascended,terrace with desire
1645,"""Thus bewailing as if devoid of sense, Damayanti, O Bharata, ascended the
terrace (of her mansion) with the desire of seeing the righteous Nala.",Damayanti,ascended,terrace of her mansion
1646,"""Thus bewailing as if devoid of sense, Damayanti, O Bharata, ascended the
terrace (of her mansion) with the desire of seeing the righteous Nala.",Damayanti,terrace with,desire
1647,"""Thus bewailing as if devoid of sense, Damayanti, O Bharata, ascended the
terrace (of her mansion) with the desire of seeing the righteous Nala.",Damayanti,terrace of,her mansion
1648,"And in the yard of the central mansion she beheld king Rituparna on the
car with Varshneya and Vahuka.",she,beheld king Rituparna in,yard of mansion
1649,"And in the yard of the central mansion she beheld king Rituparna on the
car with Varshneya and Vahuka.",she,beheld king Rituparna in,yard of central mansion
1650,"And in the yard of the central mansion she beheld king Rituparna on the
car with Varshneya and Vahuka.",she,beheld king Rituparna on,car
1651,"And in the yard of the central mansion she beheld king Rituparna on the
car with Varshneya and Vahuka.",she,beheld on,car with Varshneya
1652,"And in the yard of the central mansion she beheld king Rituparna on the
car with Varshneya and Vahuka.",she,beheld in,yard of central mansion
1653,"And in the yard of the central mansion she beheld king Rituparna on the
car with Varshneya and Vahuka.",she,beheld on,car
1654,"And in the yard of the central mansion she beheld king Rituparna on the
car with Varshneya and Vahuka.",she,beheld king Rituparna in,yard
1655,"And in the yard of the central mansion she beheld king Rituparna on the
car with Varshneya and Vahuka.",car,is with,Varshneya
1656,"And in the yard of the central mansion she beheld king Rituparna on the
car with Varshneya and Vahuka.",she,beheld in,yard
1657,"And in the yard of the central mansion she beheld king Rituparna on the
car with Varshneya and Vahuka.",she,beheld,king Rituparna
1658,"And in the yard of the central mansion she beheld king Rituparna on the
car with Varshneya and Vahuka.",she,beheld king Rituparna on,car with Varshneya
1659,"And in the yard of the central mansion she beheld king Rituparna on the
car with Varshneya and Vahuka.",she,beheld in,yard of mansion
1660,"And Varshneya and Vahuka, descending for
that excellent vehicle, unyoked the steeds, and kept the vehicle itself
in a proper place.",Vahuka,kept,itself
1661,"And Varshneya and Vahuka, descending for
that excellent vehicle, unyoked the steeds, and kept the vehicle itself
in a proper place.",Vahuka,kept vehicle,itself
1662,"And Varshneya and Vahuka, descending for
that excellent vehicle, unyoked the steeds, and kept the vehicle itself
in a proper place.",Vahuka,unyoked,steeds
1663,"And Varshneya and Vahuka, descending for
that excellent vehicle, unyoked the steeds, and kept the vehicle itself
in a proper place.",Varshneya,unyoked,steeds
1664,"And king Rituparna also, descending from the car,
presented himself before king Bhima possessed of terrible prowess.",king Bhima,possessed of,prowess
1665,"And king Rituparna also, descending from the car,
presented himself before king Bhima possessed of terrible prowess.",king Bhima,possessed of,terrible prowess
1666,"And king Rituparna also, descending from the car,
presented himself before king Bhima possessed of terrible prowess.",king Rituparna,also descending from,car
1667,"And king Rituparna also, descending from the car,
presented himself before king Bhima possessed of terrible prowess.",king Rituparna,descending from,car
1668,"And
Bhima received him with great respect, for in the absence of a proper
occasion, a great person cannot be had (as a guest).",Bhima,received with,great respect
1669,"And
Bhima received him with great respect, for in the absence of a proper
occasion, a great person cannot be had (as a guest).",Bhima,received with,respect
1670,"And
Bhima received him with great respect, for in the absence of a proper
occasion, a great person cannot be had (as a guest).",Bhima,received,him
1671,"And
Bhima received him with great respect, for in the absence of a proper
occasion, a great person cannot be had (as a guest).",Bhima,received for,for absence
1672,"And the ruler of the Vidarbhas, O Bharata, approaching
Rituparna, said, 'Welcome!",Vidarbhas,of ruler is,Bharata
1673,"And
king Bhima asked this without knowing that Rituparna had come to obtain
the hand of his daughter.",Rituparna,obtain,hand of his daughter
1674,"And
king Bhima asked this without knowing that Rituparna had come to obtain
the hand of his daughter.",Rituparna,obtain,hand
1675,"And
king Bhima asked this without knowing that Rituparna had come to obtain
the hand of his daughter.",Rituparna,come,to obtain
1676,"And
king Bhima asked this without knowing that Rituparna had come to obtain
the hand of his daughter.",king Bhima,asked without,knowing
1677,"And
king Bhima asked this without knowing that Rituparna had come to obtain
the hand of his daughter.",Rituparna,come,obtain
1678,"And king Rituparna, of unbaffled prowess and
gifted with intelligence, saw that there were no other kings or princes.",unbaffled prowess,is with,intelligence
1679,"Nor did he hear any talk relating to the Swayamvara, nor saw any
concourse of Brahmanas.",he,did hear,talk relating to Swayamvara
1680,"Nor did he hear any talk relating to the Swayamvara, nor saw any
concourse of Brahmanas.",he,saw,concourse of Brahmanas
1681,"And at this, the king of Kosala reflected a while
and at length said, 'I have come here to pay my respects to thee.'",king,reflected at,this
1682,"And
the king Bhima was struck with astonishment, and reflected upon the
(probable) cause of Rituparna's coming, having passed over a hundred
yojanas.",king,was struck with,astonishment
1683,"And
the king Bhima was struck with astonishment, and reflected upon the
(probable) cause of Rituparna's coming, having passed over a hundred
yojanas.",king,was,struck
1684,"And
the king Bhima was struck with astonishment, and reflected upon the
(probable) cause of Rituparna's coming, having passed over a hundred
yojanas.",king,reflected upon,probable cause of Rituparna 's coming
1685,"And
the king Bhima was struck with astonishment, and reflected upon the
(probable) cause of Rituparna's coming, having passed over a hundred
yojanas.",king,reflected upon,probable cause Rituparna 's coming
1686,"And he reflected, 'That passing by other sovereigns, and leaving
behind him innumerable countries, he should come simply to pay his
respect to me is scarcely the reason of his arrival.",he,pay to,me
1687,"And he reflected, 'That passing by other sovereigns, and leaving
behind him innumerable countries, he should come simply to pay his
respect to me is scarcely the reason of his arrival.",he,should come,simply pay
1688,"And he reflected, 'That passing by other sovereigns, and leaving
behind him innumerable countries, he should come simply to pay his
respect to me is scarcely the reason of his arrival.",he,simply pay,his respect
1689,"And he reflected, 'That passing by other sovereigns, and leaving
behind him innumerable countries, he should come simply to pay his
respect to me is scarcely the reason of his arrival.",he,pay,his respect
1690,"And he reflected, 'That passing by other sovereigns, and leaving
behind him innumerable countries, he should come simply to pay his
respect to me is scarcely the reason of his arrival.",he,should come,to pay to me
1691,"And he reflected, 'That passing by other sovereigns, and leaving
behind him innumerable countries, he should come simply to pay his
respect to me is scarcely the reason of his arrival.",he should come,is,scarcely reason
1692,"And he reflected, 'That passing by other sovereigns, and leaving
behind him innumerable countries, he should come simply to pay his
respect to me is scarcely the reason of his arrival.",passing,is,reason
1693,"And he reflected, 'That passing by other sovereigns, and leaving
behind him innumerable countries, he should come simply to pay his
respect to me is scarcely the reason of his arrival.",passing,is,reason
1694,"And he reflected, 'That passing by other sovereigns, and leaving
behind him innumerable countries, he should come simply to pay his
respect to me is scarcely the reason of his arrival.",he,simply pay to,me
1695,"And he reflected, 'That passing by other sovereigns, and leaving
behind him innumerable countries, he should come simply to pay his
respect to me is scarcely the reason of his arrival.",passing,is,scarcely reason
1696,"And he reflected, 'That passing by other sovereigns, and leaving
behind him innumerable countries, he should come simply to pay his
respect to me is scarcely the reason of his arrival.",he,should come,simply pay to me
1697,"And he reflected, 'That passing by other sovereigns, and leaving
behind him innumerable countries, he should come simply to pay his
respect to me is scarcely the reason of his arrival.",he should come,is,reason
1698,"And he reflected, 'That passing by other sovereigns, and leaving
behind him innumerable countries, he should come simply to pay his
respect to me is scarcely the reason of his arrival.",he,should come,pay to me
1699,"And he reflected, 'That passing by other sovereigns, and leaving
behind him innumerable countries, he should come simply to pay his
respect to me is scarcely the reason of his arrival.",he,should come,pay
1700,"And he reflected, 'That passing by other sovereigns, and leaving
behind him innumerable countries, he should come simply to pay his
respect to me is scarcely the reason of his arrival.",he should come,is,reason
1701,"And he reflected, 'That passing by other sovereigns, and leaving
behind him innumerable countries, he should come simply to pay his
respect to me is scarcely the reason of his arrival.",passing,is,scarcely reason
1702,"And he reflected, 'That passing by other sovereigns, and leaving
behind him innumerable countries, he should come simply to pay his
respect to me is scarcely the reason of his arrival.",leaving,is,scarcely reason
1703,"And he reflected, 'That passing by other sovereigns, and leaving
behind him innumerable countries, he should come simply to pay his
respect to me is scarcely the reason of his arrival.",leaving,is,reason
1704,"And he reflected, 'That passing by other sovereigns, and leaving
behind him innumerable countries, he should come simply to pay his
respect to me is scarcely the reason of his arrival.",he,should come,to pay
1705,"And he reflected, 'That passing by other sovereigns, and leaving
behind him innumerable countries, he should come simply to pay his
respect to me is scarcely the reason of his arrival.",he should come,is,scarcely reason
1706,"And he reflected, 'That passing by other sovereigns, and leaving
behind him innumerable countries, he should come simply to pay his
respect to me is scarcely the reason of his arrival.",he,should come,simply to pay to me
1707,"And he reflected, 'That passing by other sovereigns, and leaving
behind him innumerable countries, he should come simply to pay his
respect to me is scarcely the reason of his arrival.",he,should come,simply to pay
1708,"What he assigneth to
be the cause of his coming appeareth to be a trifle.",he,assigneth,to cause of his coming appeareth
1709,"What he assigneth to
be the cause of his coming appeareth to be a trifle.",he,assigneth,cause
1710,"What he assigneth to
be the cause of his coming appeareth to be a trifle.",he,assigneth,to cause of his appeareth
1711,"What he assigneth to
be the cause of his coming appeareth to be a trifle.",he,assigneth,cause of his appeareth
1712,"What he assigneth to
be the cause of his coming appeareth to be a trifle.",he,assigneth,to cause
1713,"What he assigneth to
be the cause of his coming appeareth to be a trifle.",he,assigneth,cause of his coming appeareth
1714,"However, I shall
learn the true reason in the future.'",I,However shall learn,reason
1715,"However, I shall
learn the true reason in the future.'",I,However shall learn,reason in future
1716,"However, I shall
learn the true reason in the future.'",I,shall learn,true reason
1717,"However, I shall
learn the true reason in the future.'",I,However shall learn,true reason
1718,"However, I shall
learn the true reason in the future.'",I,However shall learn,true reason in future
1719,"However, I shall
learn the true reason in the future.'",I,shall learn,reason
1720,"However, I shall
learn the true reason in the future.'",I,shall learn,reason in future
1721,"However, I shall
learn the true reason in the future.'",true reason,is in,future
1722,"However, I shall
learn the true reason in the future.'",I,shall learn,true reason in future
1723,"And honoured thus by the pleased Bhima,
king Rituparna was satisfied, and with a delighted heart, he went to his
appointed quarters followed by the servants of the royal household.""",he,went followed,servants of household
1724,"And honoured thus by the pleased Bhima,
king Rituparna was satisfied, and with a delighted heart, he went to his
appointed quarters followed by the servants of the royal household.""",he,went followed,servants
1725,"And honoured thus by the pleased Bhima,
king Rituparna was satisfied, and with a delighted heart, he went to his
appointed quarters followed by the servants of the royal household.""",he,went followed,servants of royal household
1726,"And honoured thus by the pleased Bhima,
king Rituparna was satisfied, and with a delighted heart, he went to his
appointed quarters followed by the servants of the royal household.""",he,went to,his quarters
1727,"And honoured thus by the pleased Bhima,
king Rituparna was satisfied, and with a delighted heart, he went to his
appointed quarters followed by the servants of the royal household.""",he,went to,his appointed quarters
1728,"""Vrihadaswa continued, 'And, O king, after Rituparna had gone away with
Varshneya, Vahuka took the car to the stables.",Vahuka,took,Rituparna had gone with Varshneya
1729,"""Vrihadaswa continued, 'And, O king, after Rituparna had gone away with
Varshneya, Vahuka took the car to the stables.",Vahuka,took car,after Rituparna had gone away with Varshneya
1730,"""Vrihadaswa continued, 'And, O king, after Rituparna had gone away with
Varshneya, Vahuka took the car to the stables.",Vahuka,took car,Rituparna had gone away
1731,"""Vrihadaswa continued, 'And, O king, after Rituparna had gone away with
Varshneya, Vahuka took the car to the stables.",king,took,Rituparna had gone
1732,"""Vrihadaswa continued, 'And, O king, after Rituparna had gone away with
Varshneya, Vahuka took the car to the stables.",king,took,Rituparna had gone away with Varshneya
1733,"""Vrihadaswa continued, 'And, O king, after Rituparna had gone away with
Varshneya, Vahuka took the car to the stables.",Vahuka,took car,Rituparna had gone with Varshneya
1734,"""Vrihadaswa continued, 'And, O king, after Rituparna had gone away with
Varshneya, Vahuka took the car to the stables.",Rituparna,had gone with,Varshneya
1735,"""Vrihadaswa continued, 'And, O king, after Rituparna had gone away with
Varshneya, Vahuka took the car to the stables.",king,took car,Rituparna had gone away
1736,"""Vrihadaswa continued, 'And, O king, after Rituparna had gone away with
Varshneya, Vahuka took the car to the stables.",Vahuka,took car,after Rituparna had gone with Varshneya
1737,"""Vrihadaswa continued, 'And, O king, after Rituparna had gone away with
Varshneya, Vahuka took the car to the stables.",Vahuka,took,Rituparna had gone away with Varshneya
1738,"""Vrihadaswa continued, 'And, O king, after Rituparna had gone away with
Varshneya, Vahuka took the car to the stables.",king,took car,after Rituparna had gone with Varshneya
1739,"""Vrihadaswa continued, 'And, O king, after Rituparna had gone away with
Varshneya, Vahuka took the car to the stables.",king,took car to,stables
1740,"""Vrihadaswa continued, 'And, O king, after Rituparna had gone away with
Varshneya, Vahuka took the car to the stables.",Vahuka,took,after Rituparna had gone away with Varshneya
1741,"""Vrihadaswa continued, 'And, O king, after Rituparna had gone away with
Varshneya, Vahuka took the car to the stables.",king,took car,Rituparna had gone
1742,"""Vrihadaswa continued, 'And, O king, after Rituparna had gone away with
Varshneya, Vahuka took the car to the stables.",Vahuka,took to,stables
1743,"""Vrihadaswa continued, 'And, O king, after Rituparna had gone away with
Varshneya, Vahuka took the car to the stables.",Vahuka,took,car
1744,"""Vrihadaswa continued, 'And, O king, after Rituparna had gone away with
Varshneya, Vahuka took the car to the stables.",king,took car,after Rituparna had gone
1745,"""Vrihadaswa continued, 'And, O king, after Rituparna had gone away with
Varshneya, Vahuka took the car to the stables.",Vahuka,took,Rituparna had gone
1746,"""Vrihadaswa continued, 'And, O king, after Rituparna had gone away with
Varshneya, Vahuka took the car to the stables.",Vahuka,took,after Rituparna had gone with Varshneya
1747,"""Vrihadaswa continued, 'And, O king, after Rituparna had gone away with
Varshneya, Vahuka took the car to the stables.",Vahuka,took car to,stables
1748,"""Vrihadaswa continued, 'And, O king, after Rituparna had gone away with
Varshneya, Vahuka took the car to the stables.",king,took,Rituparna had gone with Varshneya
1749,"""Vrihadaswa continued, 'And, O king, after Rituparna had gone away with
Varshneya, Vahuka took the car to the stables.",Vahuka,took car,after Rituparna had gone
1750,"""Vrihadaswa continued, 'And, O king, after Rituparna had gone away with
Varshneya, Vahuka took the car to the stables.",king,took,after Rituparna had gone with Varshneya
1751,"""Vrihadaswa continued, 'And, O king, after Rituparna had gone away with
Varshneya, Vahuka took the car to the stables.",king,took car,after Rituparna had gone away with Varshneya
1752,"""Vrihadaswa continued, 'And, O king, after Rituparna had gone away with
Varshneya, Vahuka took the car to the stables.",Vahuka,took car,Rituparna had gone away with Varshneya
1753,"""Vrihadaswa continued, 'And, O king, after Rituparna had gone away with
Varshneya, Vahuka took the car to the stables.",Vahuka,took,after Rituparna had gone
1754,"""Vrihadaswa continued, 'And, O king, after Rituparna had gone away with
Varshneya, Vahuka took the car to the stables.",Vahuka,took,Rituparna had gone away
1755,"""Vrihadaswa continued, 'And, O king, after Rituparna had gone away with
Varshneya, Vahuka took the car to the stables.",king,took car,Rituparna had gone away with Varshneya
1756,"""Vrihadaswa continued, 'And, O king, after Rituparna had gone away with
Varshneya, Vahuka took the car to the stables.",king,took car,Rituparna had gone with Varshneya
1757,"""Vrihadaswa continued, 'And, O king, after Rituparna had gone away with
Varshneya, Vahuka took the car to the stables.",king,took,car
1758,"""Vrihadaswa continued, 'And, O king, after Rituparna had gone away with
Varshneya, Vahuka took the car to the stables.",king,took,Rituparna had gone away
1759,"""Vrihadaswa continued, 'And, O king, after Rituparna had gone away with
Varshneya, Vahuka took the car to the stables.",king,took to,stables
1760,"""Vrihadaswa continued, 'And, O king, after Rituparna had gone away with
Varshneya, Vahuka took the car to the stables.",king,took,after Rituparna had gone away with Varshneya
1761,"""Vrihadaswa continued, 'And, O king, after Rituparna had gone away with
Varshneya, Vahuka took the car to the stables.",Vahuka,took car,after Rituparna had gone away
1762,"""Vrihadaswa continued, 'And, O king, after Rituparna had gone away with
Varshneya, Vahuka took the car to the stables.",king,took car,after Rituparna had gone away
1763,"""Vrihadaswa continued, 'And, O king, after Rituparna had gone away with
Varshneya, Vahuka took the car to the stables.",Vahuka,took car,Rituparna had gone
1764,"""Vrihadaswa continued, 'And, O king, after Rituparna had gone away with
Varshneya, Vahuka took the car to the stables.",Rituparna,had gone away with,Varshneya
1765,"""Vrihadaswa continued, 'And, O king, after Rituparna had gone away with
Varshneya, Vahuka took the car to the stables.",king,took,after Rituparna had gone away
1766,"""Vrihadaswa continued, 'And, O king, after Rituparna had gone away with
Varshneya, Vahuka took the car to the stables.",Vahuka,took,after Rituparna had gone away
1767,"""Vrihadaswa continued, 'And, O king, after Rituparna had gone away with
Varshneya, Vahuka took the car to the stables.",king,took,after Rituparna had gone
1768,"And there freeing the
steeds, and tending them according to rule, and soothing them himself,
sat down on a side of the car.",steeds,soothing,himself
1769,"And there freeing the
steeds, and tending them according to rule, and soothing them himself,
sat down on a side of the car.",steeds,tending according,rule
1770,"And there freeing the
steeds, and tending them according to rule, and soothing them himself,
sat down on a side of the car.",steeds,tending,them
1771,"Meanwhile, the princess of Vidharva,
Damayanti, afflicted with grief, having beheld the royal son of
Bhangasura, and Varshneya of the Suta race, and also Vahuka in that
guise, asked herself, 'Whose is this car-rattle?",Vahuka,is in,guise
1772,"Meanwhile, the princess of Vidharva,
Damayanti, afflicted with grief, having beheld the royal son of
Bhangasura, and Varshneya of the Suta race, and also Vahuka in that
guise, asked herself, 'Whose is this car-rattle?",princess,beheld,royal son of Bhangasura
1773,"Meanwhile, the princess of Vidharva,
Damayanti, afflicted with grief, having beheld the royal son of
Bhangasura, and Varshneya of the Suta race, and also Vahuka in that
guise, asked herself, 'Whose is this car-rattle?",Vahuka,asked,herself
